INFO 07-24 03:19:37 [__init__.py:244] Automatically detected platform cuda.
Finished loading data
Processing attribute 4/20: p=0.2037
Processing attribute 5/20: p=0.1774
Processing attribute 6/20: p=0.2302
Processing attribute 7/20: p=0.1830
Processing attribute 8/20: p=0.1435
Processing attribute 9/20: p=0.2190
Processing attribute 10/20: p=0.1523
Processing attribute 11/20: p=0.2637
Processing attribute 12/20: p=0.1157
Processing attribute 13/20: p=0.2504
Processing attribute 14/20: p=0.1970
Processing attribute 15/20: p=0.2901
Processing attribute 16/20: p=0.2310
Processing attribute 17/20: p=0.3393
Processing attribute 18/20: p=0.2940
Processing attribute 19/20: p=0.2567
Processing attribute 20/20: p=0.1783
Accuracy: 0.8440 (422/500)
Accuracy: 0.8440 (422/500)
Results saved to ../results/persona_results.jsonl
Computing base log probabilities...
Processing attribute 1/20: p=0.2574
Processing attribute 2/20: p=0.1517
Processing attribute 3/20: p=0.2006
Processing attribute 4/20: p=0.2077
Processing attribute 5/20: p=0.1778
Processing attribute 6/20: p=0.2272
Processing attribute 7/20: p=0.1812
Processing attribute 8/20: p=0.1447
Processing attribute 9/20: p=0.2219
Processing attribute 10/20: p=0.1572
Processing attribute 11/20: p=0.2609
Processing attribute 12/20: p=0.1174
Processing attribute 13/20: p=0.2468
Processing attribute 14/20: p=0.1967
Processing attribute 15/20: p=0.2857
Processing attribute 16/20: p=0.2310
Processing attribute 17/20: p=0.3387
Processing attribute 18/20: p=0.2917
Processing attribute 19/20: p=0.2557
Processing attribute 20/20: p=0.1862
Accuracy: 0.8440 (422/500)
Accuracy: 0.8440 (422/500)
Results saved to ../results/persona_results.jsonl
Computing base log probabilities...
Processing attribute 1/20: p=0.2581
Processing attribute 2/20: p=0.1532
Processing attribute 3/20: p=0.2037
Processing attribute 4/20: p=0.2057
Processing attribute 5/20: p=0.1772
Processing attribute 6/20: p=0.2275
Processing attribute 7/20: p=0.1846
Processing attribute 8/20: p=0.1455
Processing attribute 9/20: p=0.2229
Processing attribute 10/20: p=0.1599
Processing attribute 11/20: p=0.2620
Processing attribute 12/20: p=0.1193
Processing attribute 13/20: p=0.2450
Processing attribute 14/20: p=0.1934
Processing attribute 15/20: p=0.2857
Processing attribute 16/20: p=0.2266
Processing attribute 17/20: p=0.3410
Processing attribute 18/20: p=0.2875
Processing attribute 19/20: p=0.2551
Processing attribute 20/20: p=0.1876
Accuracy: 0.8440 (422/500)
Accuracy: 0.8440 (422/500)
Results saved to ../results/persona_results.jsonl
Computing base log probabilities...
Processing attribute 1/20: p=0.2604
Processing attribute 2/20: p=0.1553
Processing attribute 3/20: p=0.2007
Processing attribute 4/20: p=0.2073
Processing attribute 5/20: p=0.1741
Processing attribute 6/20: p=0.2294
Processing attribute 7/20: p=0.1857
Processing attribute 8/20: p=0.1441
Processing attribute 9/20: p=0.2259
Processing attribute 10/20: p=0.1536
Processing attribute 11/20: p=0.2687
Processing attribute 12/20: p=0.1121
Processing attribute 13/20: p=0.2432
Processing attribute 14/20: p=0.1961
Processing attribute 15/20: p=0.2841
Processing attribute 16/20: p=0.2237
Processing attribute 17/20: p=0.3418
Processing attribute 18/20: p=0.2877
Processing attribute 19/20: p=0.2567
Processing attribute 20/20: p=0.1827
Accuracy: 0.8420 (421/500)
Accuracy: 0.8420 (421/500)
Results saved to ../results/persona_results.jsonl
